,sentence,sentiment,source
827,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,imdb_labelled
828,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,imdb_labelled
829,Trumbull on I LOVE LUCY).  ,1,imdb_labelled
830,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,imdb_labelled
831,See both films if you can.  ,1,imdb_labelled
832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,imdb_labelled
833,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,imdb_labelled
834,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,imdb_labelled
835,It's very slow.  ,0,imdb_labelled
836,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,imdb_labelled
837,) Don't waste your time.  ,0,imdb_labelled
838,End of Days is one of the worst big-budget action movies I've ever seen.  ,0,imdb_labelled
839,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,imdb_labelled
840,This was one of the worst films i have ever seen.  ,0,imdb_labelled
841,I'm still trying to get over how bad it was.  ,0,imdb_labelled
842,This movie is possibly one of the most creative works of horror ever.  ,1,imdb_labelled
843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,imdb_labelled
844,""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1,imdb_labelled
845,"Call me a nut, but I think this is one of the best movies ever.  ",1,imdb_labelled
846,Great character actors Telly Savalas and Peter Boyle.  ,1,imdb_labelled
847,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",0,imdb_labelled
848,Lots of holes in the script.  ,0,imdb_labelled
849,It's like a bad two hour TV movie.  ,0,imdb_labelled
850,Now imagine that every single one of those decisions was made wrong.  ,0,imdb_labelled
851,The dialogue is atrocious.  ,0,imdb_labelled
852,The acting is beyond abysmal.  ,0,imdb_labelled
853,Everything stinks.  ,0,imdb_labelled
854,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0,imdb_labelled
855,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",0,imdb_labelled
856,"It's dumb and pointless, and a complete waste of time.  ",0,imdb_labelled
857,"In short, don't bother with this movie.  ",0,imdb_labelled
858,"I won't spoil it, but the ending in pretty amazing.  ",1,imdb_labelled
859,"The best scene in the movie is at the end, but I won't spoil it.  ",1,imdb_labelled
860,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",1,imdb_labelled
861,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1,imdb_labelled
862,A film not easily forgotten.  ,1,imdb_labelled
863,"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1,imdb_labelled
864,The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1,imdb_labelled
865,"The characters are interesting, even if a bit predictable.  ",1,imdb_labelled
866,"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1,imdb_labelled
867,Great movie!  ,1,imdb_labelled
868,Also the story and acting were weak.  ,0,imdb_labelled
869,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",0,imdb_labelled
870,"Either way, it sucks.  ",0,imdb_labelled
871,The script is horrendously stupid.  ,0,imdb_labelled
872,The story starts too fast with absolutely no suspense or build-up in the slightest.  ,0,imdb_labelled
873,Everything Captain Howdy says is either laughable or just plain stupid.  ,0,imdb_labelled
874,What the hell kind of crap is that?!  ,0,imdb_labelled
875,"Then, there's the plot holes.  ",0,imdb_labelled
876,You could drive a semi truck into these holes!  ,0,imdb_labelled
877,Linda Cardellini is the only thing good in this film.  ,1,imdb_labelled
878,She's poised and amazing.  ,1,imdb_labelled
879,Dee Snider just plain sucks.  ,0,imdb_labelled
880,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",0,imdb_labelled
881,I was bored throughout the whole damn thing.  ,0,imdb_labelled
882,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",0,imdb_labelled
883,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,0,imdb_labelled
884,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0,imdb_labelled
885,A piece of cinematic garbage captured on celluloid.  ,0,imdb_labelled
886,Avoid at any and all costs.  ,0,imdb_labelled
887,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0,imdb_labelled
888,Avoid this film at all costs.  ,0,imdb_labelled
889,"I don't know what happened in Season Five, what a mess.  ",0,imdb_labelled
890,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,0,imdb_labelled
891,Now this is a movie I really dislike.  ,0,imdb_labelled
892,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,0,imdb_labelled
893,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",0,imdb_labelled
894,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",0,imdb_labelled
895,There aren't death scenes like in previous movies and the f/x are terrible.  ,0,imdb_labelled
896,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0,imdb_labelled
897,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1,imdb_labelled
898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",1,imdb_labelled
899,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,imdb_labelled
900,"Otherwise, don't even waste your time on this.  ",0,imdb_labelled
901,This one just fails to create any real suspense.  ,0,imdb_labelled
902,"As for the killer, don't expect anything original or even remotely frightening.  ",0,imdb_labelled
903,"There is, however, some pretty good acting (at least, for this type of film).  ",1,imdb_labelled
904,I'm so sorry but I really can't recommend it to anyone.  ,0,imdb_labelled
905,"One of the most boring,pointless movies I have ever seen.  ",0,imdb_labelled
906,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,imdb_labelled
907,Hated it.  ,0,imdb_labelled
908,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,imdb_labelled
909,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,imdb_labelled
910,I highly doubt that anyone could ever like this trash.  ,0,imdb_labelled
911,This is not movie-making.  ,0,imdb_labelled
912,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,imdb_labelled
913,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,imdb_labelled
914,I saw this short film on HBO the other day and absolutely loved it.  ,1,imdb_labelled
915,I didn't realize how wonderful the short really is until the last two scenes.  ,1,imdb_labelled
916,Excellent short film.  ,1,imdb_labelled
917,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,imdb_labelled
918,"I agree with Jessica, this movie is pretty bad.  ",0,imdb_labelled
919,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,imdb_labelled
920,The story line is totally predictable.  ,0,imdb_labelled
921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,imdb_labelled
